data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;
12 de setembro de 2022;Aceitável;Funcionários simpáticos e prestativos!;o hotel está em obras, e em nenhum momento fui avisada. Estacionamento está inativo. Piscina interditada… a acomodação ok, solicitamos travesseiro e lençol e não foi cedido!;5;;;;;;
12 de setembro de 2022;;;;10;;;;;;
12 de setembro de 2022;Ruim;Localização e fácil, café da manhã bom;Hotel em obras e não fomos avisados, ar condicionado não esfria toalhas manchadas, camas velhas,portas faz barulho;3;;;;;;
11 de setembro de 2022;Excepcional;Gostei de tudo, funcionários muito simpáticos;Nao teve;10;;;;;;
9 de setembro de 2022;não voltaria!;nada;limpeza, mal cheiro nos lençóis e toalhas, café da manhã ruim;3;;;;;;
6 de setembro de 2022;Antigo e em obras;Atendimento super bom;Acomodação velha;;;;;;;
Banheiros velhos;;;;;;;;;;
"Prédio em obras""";3;;;;;;;;;
6 de setembro de 2022;Não se deixe enganar pelas Fotos;A localização é boa e café da manhã é razoável.;Praticamente tudo me incomodou nessa acomodação. não se deixe enganar pelas fotos. a estrutura do hotel está sucateada, não tinha papel no banheiro, cama ruim, colchões velhos, a porta não trancava por dentro passei a noite com medo de entrarem no quarto. móveis velhos, armário cheio de mofo e o ar não tinha regulagem de temperatura. Ainda bem que fiquei só uma noite, não ia aguentar passar mais nenhum dia.;4;;;;;;
5 de setembro de 2022;Só a localização e a equipe.;Da localização;O mau cheiro no quarto. Fechadura da porta com defeito. O café da manhã. O colchão e travesseiro. Lençol rasgado.;3;;;;;;
5 de setembro de 2022;Não recomendo;O hotel estava em reforma todos os hóspedes ficaram na recepção até eles conseguirem acomodar. Eu entrei no meu quarto as 22h e sai imediatamente, pois não tinha condições de dormir lá. Sai e fui para outro hotel e eles ainda me cobraram a estadia de duas diárias sem eu ter utilizado. Não recomendo esse hotel! As Fotos são enganosas!;;1;;;;;;
3 de setembro de 2022;Excepcional;atendimento, estrutura e localização;;10;;;;;;
3 de setembro de 2022;Aceitável;localização;chuveiro gelado;5;;;;;;
1º de setembro de 2022;Ruim;Os funcionários são o que há de melhor no hotel . Fazem todo possível para agradar os hóspedes, mas as instalações são tão ruins que fica difícil;O hotel está em obra e é muito escuro. As roupas de cama são encardidas e pequenas para forrar a cama. Não tem nenhum copo para beber água no quarto. Tudo muito escuro e antigo. o barulho da obra vai até às 17:30h Deviam colocar no anúncio que o hotel está com obra por todo lado.;3;;;;;;
30 de agosto de 2022;Aceitável;;o hotel em reforma , uma bagunça , sem estacionamento e não avisar antes !;5;;;;;;
30 de agosto de 2022;regular;espaço dos quartos;estava em reforma, não tinha estacionamento, os quartos com cheiro de mofo;4;;;;;;
30 de agosto de 2022;Aceitável;Bom atendimento dos funcionários e Boa localização.;Hotel está em reforma. A piscina está fechada. O quarto eram três camas de solteiro faltando uma de casa, daí nós trocaram de quarto para um pior. Esse com ar condicionado antigo e com mau cheiro.;5;;;;;;
29 de agosto de 2022;;;;2;;;;;;
28 de agosto de 2022;Aceitável;Localização;O apartamento tem mofo;;;;;;;
Banheiro compartilhado do hotel sujo ;;;;;;;;;;
Não tem frigobar cheio;;;;;;;;;;
Não tem room service;;;;;;;;;;
Se precisar de água; refrigerante no quarto precisa pegar na recepção ;;;;;;;;;
O café da manhã bem razoável ;;;;;;;;;;
Os recepcionistas precisam de treinamento para suas atividades;" mas são muito simpáticos""";5;;;;;;;;
28 de agosto de 2022;Aceitável;Localização.;Café da manhã.;5;;;;;;
28 de agosto de 2022;precisa de uma reforma geral, no quarto que fiquei parecia que tinha uma turbina de avião de tanto barulho do ar condici;localização;prédio e quartos muito velhos e mal cuidados;1;;;;;;
27 de agosto de 2022;Aceitável;A localização é ótima. A cama é confortável. O atendimento da recepcionista Mônica excepcional, muito atenciosa, simpática. Nota 10 para Mônica. Café da manhã com bastante opção de comida, tudo delicioso.;De não ter avisado que tava ocorrendo uma reforma e iria ficar sem estacionamento, tive que estacionar em um estacionamento parceiro. O atendimento do recepcionista que estava com a Mônica no dia que fui, foi terrível, sem empatia nenhuma, não soube explicar onde eu poderia estacionar, foi bastante grosso. Tivemos problemas com a porta do quarto, ele foi bastante arrogante e disse que tínhamos que esperar o tempo que fosse preciso para que o rapaz da manutenção fosse lá, a Mônica quem nos ajudou e agilizou a ida da manutenção. O prédio desliga por completo várias vezes durante a noite e até mesmo pela manhã, como se faltasse energia.;5;;;;;;
27 de agosto de 2022;Excepcional;Acomodação bem espaçosa. Café da manhã ótimo;;10;;;;;;
25 de agosto de 2022;prefiro não comentar para não ser grosseiro!;só da localização;a atendente na hora me deixou ouvir que guardaria a suíte reformada para outro hospede porque ele era muito exigente!;;;;;;;
isso é ridículo;" nunca mais fico lá!""";1;;;;;;;;
25 de agosto de 2022;Quarto mofado elevador cama com buraco, se eu for falar aqui nada estava de acordo com postado na Booking.com.;Nada;Tudo;1;;;;;;
24 de agosto de 2022;Péssimo;Da localização;Limpeza péssima,água quente não tinha,cesto de lixo no banheiro não tinha,cano da pia do banheiro estourado,lençóis sujos, internet não funcionou no primeiro dia....;1;;;;;;
24 de agosto de 2022;Ficamos pq não tinha outro jeito.;Somente do café da manhã.;Fotos não correspondem ao divulgado no site. Hotel em reforma, muita coisa velha, recepção improvisada, sem wi fi, sem estacionamento. Não recomendo pra ninguém!;6;;;;;;
24 de agosto de 2022;Péssimo;Da localização;O conforto é péssimo pra dormi foi horrível a cama de casal são dois colchão de solteiro dentro de uma capa os colchão velho vc deita afunda foi uma noite horrível Deus mim livre não fico nunca mais e nem recomendo, sem contar o ar-condicionado com um barulho prédio antigo lugar péssimo.;1;;;;;;
23 de agosto de 2022;Toppp;Segunda vez no hotel e fui super bem recebido. Funcionários atenciosos e super educados. Café da manhã ótimo, piscina top, quartos limpos, ar condicionado gela de se.amostrar. voltarei sempre;Só não gostei por ter passado tão rapido;10;;;;;;
23 de agosto de 2022;Excelente;Boa localização, funcionários muito simpáticos e café da manhã completo.;Check in muito tarde em comparação com a maioria dos hotéis;10;;;;;;
23 de agosto de 2022;Satisfatório;Bom café da manhã;O quarto estava com cheiro muito forte de mofo o ar central não tinha filtro e baratas no quarto;6;;;;;;
23 de agosto de 2022;Pessima hospedagem!;Apenas da localização. Mas o hotel está um caos! Não recomendo.;Funcionários desatentos, não tem estacionamento, o hotel em obras, tudo nele adaptado, balcao improvisado e solto na recepcao, sendo um bloco de madeira em cima de um bloco de pedra.;;;;;;;
Poeira por toda parte. Cheiro de mofo no saguão. Um unico elevador funcionando; inclusive minusculo; que só cabe um casal e suas malas. No quarto banheira e base da pia quebradas e janela com madrira apodrecida; com frestas; deixando o vento assobiar; as 8h começam os barulhos de pancadas fortes e de maquinas de obra. Barulho insuportável e constante o fia todo! Paguei duas diárias;" mas só consegui usufruir de uma! Insuportável!""";1;;;
22 de agosto de 2022;Custo benefício duvidoso, acredito que tenha melhores opções.;quarto limpo e organizado;Tinha acabado de chegar, bem cansado e fiz o check-in,;;;;;;;
tive que descer uma vez antes de entrar no quarto para;;;;;;;;;;
trocar o cartão de acesso ao quarto. Depois dessa situação;;;;;;;;;;
quando estava desfazendo a mala; entrou outro hóspede;;;;;;;;;
enquanto eu estava de cueca me preparando para o banho;;;;;;;;;;
Imagina a desconfiança que passa pra poder dormir em;;;;;;;;;;
"paz.""";6;;;;;;;;;
19 de agosto de 2022;razoavelmente tranquila!;cama confortável embora enxoval seja bastante antigo;elevadores, apenas um para 4 pessoas.;6;;;;;;
19 de agosto de 2022;Arrependimento.;cafe da manha e localização.;Quartos sujos com muito cabelo no chão, por trás e embaixo da cama. Elevador quebrado e o que estava funcionando era minúsculo para muitos hospedes. Piscina em manutenção, suja e com muitos mosquitos mortos e agua suja com mau cheiro. Nunca mais!!!!;1;;;;;;
18 de agosto de 2022;Cuidado! As fotos no site não condiz com a realidade do hotel.;Gostamos muito da localização, do atendimento, mas o ponto mais importante é da limpeza, muito bem feito por parte de uma camareira, que foi muito atenciosa, deu todo suporte e deixou nosso quarto muito organizado.;Não gostamos do hotel, ficamos no quarto 513, e o ar não gela, os móveis são antigos e deixam um cheiro de mofo no quarto, a cama tá bastante usada e isso acaba deixando desconfortável. ;;;;;;;
Cheguei no sábado 13/08 e já tivemos que pedir manutenção; porque a TV não estava funcionando e nem o ramal; mas logo foi resolvido; o hotel também apresentou problemas no elevador e eu fiquei até a quarta feira lá e não foi resolvido; apenas 1 elevador para dezenas de hóspedes;" isso foi complicado.""";5;;;;
18 de agosto de 2022;Hotel insalubre;Nada;Hotel abandonado, sem condições de funcionar. Quarto com infiltração, mofo, cama com buraco no meio, ar condicionado só funcionou durante 1 hora. Sistema de combate a incêndio sem funcionar.;1;;;;;;
17 de agosto de 2022;Aceitável;Apenas do quarto e do chuveiro, são ótimos!;Elevador quebrado, só tinha 1 funcionando e com muito barulho, cartão da porta com problema, muito barulho, vizinhos c rep alto ao lado...demora pra liberar o quarto p check-in....uma experiência ruim! Café da manhã péssimo, pouquíssimas opções!;5;;;;;;
17 de agosto de 2022;satisfação;quarto amplo, confortável.;o elevador deixa um pouquinho a desejar,pequeno.;10;;;;;;
17 de agosto de 2022;Péssimo;Café ☕;Cheguei mas cedo e tive que pagar a mas quase uma diária.;1;;;;;;
16 de agosto de 2022;Péssimo;;atendimento péssimo , recepção só mofo, colchões velhos e desconfortável;1;;;;;;
15 de agosto de 2022;Excepcional;todos muitos educados;recepcionista muito gente boa;10;;;;;;
14 de agosto de 2022;Adoramos, iremos voltar;Limpeza, cordialidade dos funcionários e café da manhã com muitas opções.;Locamos um carro e infelizmente tivemos q deixá-lo na rua.;10;;;;;;
14 de agosto de 2022;Aceitável;boa localização;o hotel estava em reforma, o quarto estava com pó de obra, cheiro forte de pos obra.;;;;;;;
"Também solicitei com urgencia a nota fiscal de compra e até o momento não me enviaram.""";5;;;;;;;;;
14 de agosto de 2022;experiência terrível, não voltarei;café da manhã, apenas.;quarto diferente da foto, elevador não funciona, toalhas encardidas e o cheiro de morfo no hotel todo.;1;;;;;;
13 de agosto de 2022;Nunca mais;os funcionários são solícitos e a localização é boa.;O hotel está caindo aos pedaços. O prédio é muito antigo e está em reforma, mas não deveria estar aceitando hóspedes. Só tem um elevador minúsculo (só suporta 300 kg) e muito velho funcionando, faz muito barulho e eu tive muito medo de usar, os colchões são super velhos, os lençóis manchados, a tv do quarto tem 22 polegadas e não funciona, o hotel está decadente, o café da manhã é muito fraco, o estacionamento está fechado, precisamos estacionar nas ruas. Só tinha uma pessoa na recepção pra fazer o checkin, formando fila. Resumindo: não tem condições de estar funcionando, não deveria estar recebendo reservas.;4;;;;;;
12 de agosto de 2022;Muito ruim;Só gostei da localização, o hotel está ainda em reforma.;O que achei péssimo foi o recepcionista ter visto o meu carro ser rebocado pela CTTU e nada fez para me chamar e ele viu quando estacionei o carro na frente do Hotel onde tem um ponto de táxi.;2;;;;;;
11 de agosto de 2022;nunca mais eu volto;nada , hotel sujo e sem padrão algum;tudo;1;;;;;;
11 de agosto de 2022;Boa;Café muito bom, localização muito boa;Achei os corredores muito escuros, e o banheiro com paredes sujas, a tampa do vaso sanitário deve ser trocada.;;;;;;;
"Resumindo a higienização deve ser melhor""";5;;;;;;;;;
9 de agosto de 2022;Muito ruim;"As instalações deixam muito a desejar, as camas de ""casal"" são duas camas de solteiros juntas, e os colchões são horríveis! Tive a maior dor de coluna.";Instalações, elevadores horríveis...;2;;;;;;
9 de agosto de 2022;não gostei;localização;Quarto grande e arejado;;;;;;;
porém falta limpeza.;;;;;;;;;;
Roupas de cama com mal cheiro;0,1;"0""";;;;;;;;
9 de agosto de 2022;péssima estadia a realidade não correspondeu a proposta;a localização excelente e o café da manhã não deixou a desejar;organização do hotel poderia ser melhor os recepcionista não atenderam bem, demorou muito o check in;4;;;;;;
8 de agosto de 2022;Funcionários bem capacitados;;Se o quarto tivesse armador para rede, meu esposo e acredito que muitas pessoas gostam de deitar em rede, afinal estamos no Nordeste. fica a dica.;10;;;;;;
8 de agosto de 2022;O café da manhã é muito bom, mas o quarto não é confortável.;O café da manhã é muito bom.;O quarto com 4 camas de solteiro pra um casal, muito desconfortável.;4;;;;;;
7 de agosto de 2022;Excelente;Acomodação;;10;;;;;;
7 de agosto de 2022;bom custo benefício para poucos dias .;hotel em reforma , ficamos por 1 noite em quarto bom simples já reformado grande , limpo e cheiroso , ar tv ducha tudo funcionando ótimo custo benefício.;;;;;;;;
café da manhã não tomamos pois saímos de madrugada .; colaborares simpáticos . cama boa . ;;;;;;;;;
"localização muito boa uma quadra da praia.""";hotel em reforma total então incômodos vão existir . So 1 elevador funcionando.;6;;;;;;;;
5 de agosto de 2022;Decepcionante;localização;instalações velhas , muito mofo, ar condicionados sujos , descarga wc quebrada , maçaneta da porta do wc quebrada , café da manhã muito ruim;;;;;;;
4 de agosto de 2022;Ferias da grande família;Preço;Hotel com falta de conservação ou manutenção, café da manhã, ate o ovo frito precisava deixar fritar porque, parecia um mingau, e o local do café da manhã está uma sauna.;6;;;;;;
4 de agosto de 2022;Excepcional;Localização;Tudo otimo;10;;;;;;
4 de agosto de 2022;Satisfatório;localizacao;sem estacionamento;6;;;;;;
3 de agosto de 2022;Hôtel péssimo e com risco de acidente;Sem segurança, sem extintor de incêndio. Cheiro queimado. Liguei até no corpo de bombeiro. Muito risco;;1;;;;;;
2 de agosto de 2022;Péssimo;Nada;Tudo péssima;1;;;;;;
2 de agosto de 2022;Péssimo;Nada;Tudo, hotel só fede a mofo, cama desconfortável, limpeza é péssima, café da manhã ruim, instalações precárias, limpeza dos quartos não existe, gerente da uma ordem e funcionários não acatam. Uma bagunça;1;;;;;;
2 de agosto de 2022;Aceitável;Localização;Elevador e cozinha;5;;;;;;
2 de agosto de 2022;Excepcional;Ótima localização e funcionários super simpáticos;;10;;;;;;
2 de agosto de 2022;Muito ruim... precisam melhorar muito!!!;No hotel somente a localização...;Quartos velhos e coisas quebradas.... café da manhã ruim... não tinha estacionamento (mas quando fiz a reserva, tinha informando que fornecia estacionamento);2;;;;;;
2 de agosto de 2022;Péssimo;Não gostei de nada ...hotel muito fedido e sujo;Quarto cheio de mofo,ar-condicionado sujo ,a vaso pingando ,cama como se alguém já.. muito fedor;1;;;;;;
1º de agosto de 2022;Não volto e não indico, parte 2;;O elevador velho só cabe 3 pessoas, não tem serviço de quarto. Se quiser um lençol, tem que descer e vc mesmo pegar, ;;;;;;;
infiltração no telhado do banheiro; ;;;;;;;;;
O ar condicionado do restaurante estava quebrado. Um calor enorme no café da manhã e almoço. ;;;;;;;;;;
Não serve jantar;;;;;;;;;;
"E só vende água e cerveja.""";5;;;;;;;;;
1º de agosto de 2022;deixou muito a desejar;localização e funcionários;quarto com pouca iluminação, o estacionamento não estava funcionando e deixei o carro na rua com mercadoria de valor nele, apenas 1 elevador funcionando, instalações do quarto antiga;4;;;;;;
1º de agosto de 2022;Sejam bem vindos;O atendimento de todos desde o Gerente, recepcionistas, camareiras, muito atenciosos!!;O Elevador principal estragado, e nos fins de semana dependendo do horário ficava difícil, mas acho q o que mais me deixou triste foi a troca do pessoal da cozinha, comida ficou cara demais, passei a fazer as refeições fora do hotel devido ao valor elevado e a pouca quantidade de comida que vem.;10;;;;;;
1º de agosto de 2022;Péssimo;As fotos do anuncio do booking não com diz com a realidade, é um predio antigo de 10 andares mal conservado com um unico elevador pequeno com lotação maxima pra 4 pessoas, os colchoes de má qualidade, ainda pra finalizar no meu check out ainda houve uma confusao com meu pagamento que ja tinha sido feito total no check in e estava constando em aberto, pessima experencia;;1;;;;;;
1º de agosto de 2022;Funcionários maravilhosos, muito simpáticos e prestativos, melhor parte da estadia! Quarto confortável, limpo e acolhedo;Quarto confortável, limpo e espaçoso.;Tudo muito antigo e precisando de manutenção, especialmente o banheiro.;10;;;;;;
31 de julho de 2022;Decepcionante;;Quartos com cheiro de mofo, ar condicionados com cheiro de poeira. Chuveiro ruim de expurgar água.;4;;;;;;
31 de julho de 2022;Não condiz com o anúncio.;Realmente, não gostei de nada. Não condiz com o anúncio. Cheira mofo, ar condicionado em péssimas condições de manutenção e higiene, camas desconfortáveis, banheiro ruim, chuveiro ruim. Escolhi este hotel para passar a noite, pois estava com a família no aeroporto e o vôo não saiu. Se tivesse ficado no saguão do aeroporto, teria sido melhor. Valor muito alto pelo que se oferece. Não recomendo á ninguém.;Da instalação, da limpeza, da manutenção, da conservação, etc.;1;;;;;;
31 de julho de 2022;Decepcionante;Localização;Quase tudo;4;;;;;;
31 de julho de 2022;Ruim;localização;estrutura antiga é ruim;3;;;;;;
30 de julho de 2022;;;;1;;;;;;
29 de julho de 2022;Não recomendo;É perto da praia. A vista do quarto. A cama era confortável.;Ao chegar, já na recepção, sentimos forte cheiro de mofo. Ao subir no nosso quarto (7 andar) só tinha um elevador pequeno que estava funcionando e tinha uma fila grande. Durante todo o período de hospedagem era muito dificil conseguir subir ou descer neste único elevador que suportava no máximo 4 pessoas porque o hotel estava com muitos hospedes. Quando chegamos no quarto, vimos que a cortina de blackout estava totalmente com bolor. Pedimos para a arrumadeira passar algum produto porque somos alérgicos e ela retirou a cortina. Informou que iria repor, mas não tinha no estoque do hotel. Informou que colocaria no dia seguinte. No outro dia ninguém foi limpar os quartos, mesmo eu avisando na recepção e diretamente a arrumadeira Eliane que o quarto estava livre. Dormimos as três noites sem as cortinas e sem o serviço de limpeza mesmo eu falando diretamente na recepção e com a arrumadeira... o sol já cedo nos acordava por volta das 5:30h da manhã.... O armário também estava mofado o que impediu da gente conseguir organizar minimamente nossas coisas no armário. Ficamos com uma forte crise alérgica e precisamos comprar vários remédios para a rinite. O chuveiro estava com defeito. Praticamente toda a água caia na parede e era difícil tomar banho. O café da manhã já não tinha todas as opções a partir das 8h da manhã e algumas coisas eles não faziam reposição. Só tinha uma sanduicheira que mal esquentava o pão e uma grande fila.... Enfim, o preço não valeu pela péssima hospedagem.;4;;;;;;
29 de julho de 2022;Ruim;Nada;Prédio muito antigo, ar condiciondos muito empoeirados.;3;;;;;;
28 de julho de 2022;Aceitável;Bom café da manhã, excelente localização.;Quarto antigo, tampa da privada quebrada, cama com;;;;;;;
"Pé quebrado. Uma banheira desativada no quarto. Iluminação ruim.""";5;;;;;;;;;
26 de julho de 2022;poderia ser melhor!;banheiro;cama quebrou, elevador estragado, não existe controle de quem entra e sai do hotel, cheiro de mofo forte na recepção.;6;;;;;;
26 de julho de 2022;Excepcional;;Elevador estragado e fica muito complicado a locomoção.;10;;;;;;
25 de julho de 2022;Decepcionante;Preço e localização.;Iluminação do quarto ruim, frigobar vazio, sem wi-fi ou não informado, banheiro sem porta toalhas ou roupas, móveis com avarias, torneira do banheiro com problema, ar-condicionado sujo, elevador muito pequeno e um deles quebrado.;4;;;;;;
25 de julho de 2022;Não esperava muito, mas foi pior do que eu esperava.;a limpeza do quarto e toalhas;o ar condicionado(central) estava sujo, com muito mofo, o quarto fedia a mofo. limparam depois da reclamação e fez graaande diferença. mas era necessário? a cama era mole colchão desconfortável.;4;;;;;;
25 de julho de 2022;Muito boa! recomendo.;Conforto;nada;10;;;;;;
24 de julho de 2022;Excepcional;Adorei o café da manhã bem reforçado, o conforto do ambiente eo bom atendimento das meninas da recepção.;;10;;;;;;
23 de julho de 2022;Ruim;;Instalação do quarto, Cama péssima, banheiro ainda de cortina de plastico.;3;;;;;;
22 de julho de 2022;Péssimo;Localização;Cheiro de móveis velhos, mofo, colchão ruim. E pra completar, fui pedir cobertor e não tinha, 2 crianças com frio e ninguém fez nada por isso;1;;;;;;
22 de julho de 2022;Excelente estadia;Água quente no chuveiro e na pia.;;;;;;;;
"atendentes educados e prestativos""";Do café da manhã. Tudo muito gostoso;10;;;;;;;;
22 de julho de 2022;Satisfatório;Atendimento , colaboradores prestativos, bem localizado , farmácia, mercado .;Vazamento no quarto ,instalações bem antigas , elevador quebrado 1 somente funcionando .café da manha as mesmas coisas.;6;;;;;;
22 de julho de 2022;Aceitável;Localização. Café da manhã.;Cama quebrada. Elevador quebrado. Roupa de cama suja. Janela do banheiro quebrada.;5;;;;;;
21 de julho de 2022;Quarto com goteira;É muito perto da praia. Funcionários gentis. Chuveiro bom.;Recepção com cheiro de mofo, primeiro quarto com goteira e rachaduras enormes. Nos passaram pra outro quarto sem cama de casal e sem berço que havia sido combinado inicialmente. Café com poucas opções.;3;;;;;;
21 de julho de 2022;Excepcional;limpeza, localização, custo benefício e excelente café da manhã;não tinha cobertor;10;;;;;;
20 de julho de 2022;Satisfatório;;cheiro de mofo em todos is ambientes.;6;;;;;;
20 de julho de 2022;Ótima;Os Funcionários são super atenciosos! café da manhã excelente! Acabei esquecendo o meu carregador no quarto e eles guardaram, qdo liguei foram super atenciosos. Busquei e resolvemos td !!;Ñ tenho o que falar!;10;;;;;;
19 de julho de 2022;Excepcional;Perto de tudo, praia, perto da feirinha;;10;;;;;;
19 de julho de 2022;Excepcional;Maravilhoso! Os funcionários com ótimo atendimento, perfeito o café da manhã, boa localização;;10;;;;;;
18 de julho de 2022;Frustou as expectativas.;Localização.;Água do chuveiro com odor forte de cloro, quartos e recepção do hotel com cheiro de mofo e elevador super demorado.;4;;;;;;
17 de julho de 2022;os quartos antigos tem que ser mais cuidados;preço;elevador quebrado;;;;;;;
quarto mal cheiroso;;;;;;;;;;
cama de casal péssima ;;;;;;;;;;
descarga quebrada;;;;;;;;;;
"frigobar enferrujado""";1;;;;;;;;;
17 de julho de 2022;Péssimo hotel, pousada de estrada é mais limpo e organizado.;o Café da manhã ainda sim presta.;Tudo, Zero Limpeza! Ao chegar no hotel, na recepção já se percebe o odor de morfo, muito barulho nos corredores. Ar condicionado tão sujo, que nem ligar tivemos coragem. Tv do quarto inoperante. Os elevadores não comportam a quantidade de hóspedes, demora muito, chega a subir e descer duas vezes pra puder conseguir pegar. Só cabem 4 pessoas apulso. As fotos no Booking.com não condizem com a realidade, péssima estrutura.;1;;;;;;
16 de julho de 2022;Estádia tranquila e agradável;café da manhã muito bom. Funcionários muito receptivos. quartos limpos e chuveiro quente. amei;de não poder fazer o check-in antes do horário imposto pela empresa. Cheguei as 6:20 da manhã e precisei pagar uma taxa pra poder ficar no hotel. Uma flexibilidade com relação isso seria bom.;10;;;;;;
15 de julho de 2022;Recepção com mofo !!!;Quarto bem amplo e limpo;Recepção com cheiro de mofo intenso!!!;6;;;;;;
14 de julho de 2022;super agradável;tudo;quarto;10;;;;;;
14 de julho de 2022;Experiência Boa;O hotel era perto de tudo;Só o acento do banheiro que estava quebrada;10;;;;;;
13 de julho de 2022;Excelente;Localização ótima, custo benefício otimo;;;;;;;;
Quarto ótimo; limpeza excelente e o café da manha;;;;;;;;;
"Excelente.""";Não ter estacionamento privativo, o carro ficou na rua.;;;;;;;;;
"Um elevador estava quebrado e só tinha um pequeno disponível pra todo o hotel e o cheiro de mofo na recepção nao é interessante. Precisam melhorar nesse aspecto.""";10;;;;;;;;;
13 de julho de 2022;Satisfatório;Funcionários, café da manhã;Cama super desconfortável, não tinha cobertor, comida de almoço horrível;6;;;;;;
13 de julho de 2022;Estacionamento;Limpeza e conforto;A falta do estacionamento .;10;;;;;;
13 de julho de 2022;Satisfatório;Ótima localização, cama perfeita, banheiro espaçoso, quarto gigante;Wi-fi não pegava no quarto, e o hotel estava com um cheiro de mofo, de velho.;6;;;;;;
12 de julho de 2022;Me sentir em casa;quarto limpo, banheiro com água quente. café da manhã excelente. funcionários muito educados e hospitaleiros. certamente eu voltarei;não tenho nada a reclamar;10;;;;;;
12 de julho de 2022;Incrível nossa estadia;Excelente custo benefício. Café da manhã maravilhoso;;10;;;;;;
11 de julho de 2022;Aceitável;localização;limpeza do quarto inadequada;5;;;;;;
11 de julho de 2022;custo benefício razoável;Localização, custo benefício, café da manhã. hotel muito bem localizado, 1 quadra da praia próximo a restaurantes e mercados, quarto amplo.;infraestrutura antiga e acesso péssimo. 1 elevador com capacidade para 4 pessoas funcionado apenas. só conseguia acessar o quarto por escada. Todo momento estava com fila para conseguir acessar o elevador. Cama baixa e colchão ruim.;6;;;;;;
10 de julho de 2022;Excepcional;Muito bom e de fácil acesso;;10;;;;;;
10 de julho de 2022;Voltarei em breve.;atendimento, responsabilidade com os pertences, limpeza entre outros.;A falta de um do elevadores, porém foi disponibilizado o de servições.;10;;;;;;
10 de julho de 2022;péssimo;nada;propaganda enganosa! ;;;;;;;
Quarto com cheiro de mofo; não tinha água quente no chuveiro; o box nao fechava fazendo com que o banheiro ficasse ensopado de água; não tinha secador; o hotel NÃO TEM ESTACIONAMENTO; coisa que nós enrolaram desde o momento que chegamos nos mandando para outro e no fim da estadia mandaram pagar por fora. ;;;;;
"Ainda bem que passei um dia somente.""";2;;;;;;;;;
9 de julho de 2022;Primeira e última.;Localização e café da manhã.;Cheiro forte de mofo na recepção,diria insuportável,;6;;;;;;
9 de julho de 2022;Excepcional;Boa localização, bom café e quarto espaçoso;;10;;;;;;
8 de julho de 2022;TUDO VELHO;Aceitável o café da manhã;Eu poderia inserir as fotos que tirei. Selecionei um quarto e cheguei era outro. Quarto com goteira, mofado, velho e sem estrutura. Deu até vontade de chorar. Mas eu estava tão cansada que acabei aceitando. Horrível tudo no quarto. Pior foi ter que afastar a cama pra conseguir dormir porque a goteira estava em cima da cama. Tentei falar na recepção pra trocar o quarto mas ninguém atendia. PÉSSIMAS INSTALAÇÕES. PÉSSIMAS. TUDO VELHO. DECEPÇÃO TOTAL. GARAGEM SEM FUNCIONAR. E isso eles não avisam a booking. Realmente a única coisa que foi de serventia, foi o café da manhã. Nada das fotos anunciadas, bate com a realidade. Tive que fotografar as péssimas condições do hotel.;1;;;;;;
7 de julho de 2022;O costo e benefício e bom, mais eu não voltarei;O colchão era muito masio e terminamos os dois em o médio de a cama, muito romântico, Pero não se pudo descansar;E hotel e lindo, mais em um momento ecenderom o gerador, e não se pudo descansar por o barulo;6;;;;;;
7 de julho de 2022;Excepcional;Local bem espaçoso e familiar, muito confortável para descanso e meditação. Adorei, voltarei mais vezes.;;10;;;;;;
30 de junho de 2022;Pretentedo sempre voltar.;aconchegante.;não tem estacionamento.;6;;;;;;
13 de junho de 2022;Nesse hotel nunca mais.;Café da manhã razoável.;Não são como mostram nas fotos, ao abrir a porta do quarto haviam baratas saindo. Será que iam fazer checkout???;;;;;;;
Já na entrada da recepção o cheiro de mofo é insuportável;0,3;"0""";;;;;;;;
11 de junho de 2022;RAZOÁVEL;O quarto e a localização eram ótimos. Alguns funcionários foram muito solícitos (não todos). O café da manhã era razoável.;O cheiro de mofo na recepção do hotel é extremamente forte, é muito incômodo para os hóspedes permanecer na recepção por mais 5 minutos, fico imaginando como deve ser para os funcionários, acho que cabe até acréscimo por insalubridade, pois o cheiro é MUITO FORTE ! O café da manhã poderia ser melhor e não tem estacionamento no hotel. Falta uma iluminação melhor no quarto, as luzes são amarelas e fica muito escuro à noite. Também não disponibilizam ferro de passar.;6;;;;;;
11 de junho de 2022;Momento inesquecível;Gostei de tudo! Café maravilhoso diversificado onde vc pode escolher toma-lo também na beira da piscina. ;;;;;;;;
A piscina excelente e super limpa.;;;;;;;;;;
Os quartos confortáveis.;;;;;;;;;;
A equipe muito atenciosa.;;;;;;;;;;
"Localização extraordinária pertinho do calçadão da praia.""";Gostei de tudo.;10;;;;;;;;
8 de junho de 2022;Péssimo;Nada;Pra ruimQuis fornecer nao nota fiscal , está com cheiro ruim, as paredes com mofo etc. E não tem nada a ver com a fotos 📷 completamente difente;1;;;;;;
3 de junho de 2022;Excepcional;;O chuveiro não esquentava... Tivemos que tomar banho frio devido a um problema na bomba, segundo o que nos foi informado.;10;;;;;;
