data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;
21 de maio de 2022;Eu voltaria a ficar neste hotel.;O quarto tem bom tamanho e a cama é confortável. O, banheiro é grande, tem box grande e chuveiro forte. O café da manhã é bom e os funcionários, são agradáveis!;O travesseiro pequeno, podia ser maior e mais macio.;10;;;;;;
20 de maio de 2022;Aceitável;Da localização;Falta de bom senso das regras do hotel...como empréstimo de talher p alimentar uma criança;;;;;;;
"Falta de limpeza dos quartos diário..troca das roupas diárias""";5;;;;;;;;;
20 de maio de 2022;Excepcional;Da vista do quarto.;Internet ruim.;10;;;;;;
18 de maio de 2022;Satisfatório;Quarto com cama confortável. Terraço com piscina boa e uma vista linda. Alguns funcionários atenciosos.;Banheiro não estava bem limpo, solicitamos a limpeza, mas não tivemos retorno. Alguns funcionários desatentos e não receptivos.;6;;;;;;
17 de maio de 2022;péssimo atendimento, hotel Velho e sem manutenção, quarto super barulhento, e café da manhã baixo nível.;somente atendimento funcionários café da manhã;limpeza muito a desejar, lençóis e fronhas surrados, manchados e sujos. alguém usou o quarto e não foi limpo antes de nos hospedar, os travesseiros estavam fedendo, pouco caso no atendimento do pessoal da recepção, café da manhã limitado, comida muito;;;;;;;
ruim; não condiz com o nível que o hotel deveria oferecer; banheiro com ducha quebrada e vazando; pia entupida; tudo velho; colchão mole;" velho e barulhento.""";3;;;
14 de maio de 2022;Excepcional;tudo que eu esperava!;;10;;;;;;
13 de maio de 2022;Excepcional;Quarto com vista para o mar e bem localizado.;;;;;;;;
Confortável e limpo.;;;;;;;;;;
Café da manhã muito bom .;;;;;;;;;;
"Atendimento excelente por parte dos funcionários .""";Não tenho restrições;10;;;;;;;;
12 de maio de 2022;Excepcional;Hospedagem muito Boa com ótima localização.;;10;;;;;;
10 de maio de 2022;Satisfatório;cama confortável e bons móveis;Falta de manutenção nas áreas comuns;6;;;;;;
9 de maio de 2022;Excepcional;Estadia maravilhosa. Ambiente aconchegante e acolhedor. Meu hotel preferido!;;10;;;;;;
9 de maio de 2022;Excepcional;gostamos do quarto e do chuveiro;Do WC do térreo;10;;;;;;
6 de maio de 2022;Não é uma boa opção;O hotel fica na orla da praia de Boa Viagem, ótima localização.;;;;;;;;
;;;;;;;;;;
"A cama do nosso quarto era grande""";Vamos a lista;;;;;;;;;
;;;;;;;;;;
#NOME?;;;;;;;;;;
Simplesmente não acontece; no hotel eles só arrumam a cama e as toalhas; mas o quarto não é limpo nem as toalhas trocadas ;;;;;;;;
;;;;;;;;;;
#NOME?;;;;;;;;;;
A maioria do tempo que passamos no hotel apenas 1 elevador estava funcionando; o que torna a idas e vindas complicado pq o hotel também e centro de convenções (nenhuma explicação dada aos hóspedes de pq tava quebrado);;;;;;;;;
;;;;;;;;;;
#NOME?;;;;;;;;;;
A água do banho vaza pelo banheiro pq o box está torto; deixando o banheiro molhado;;;;;;;;;
;;;;;;;;;;
#NOME?;;;;;;;;;;
Esse hotel não tem TV acabo; funciona apenas 1 canal a cabo e ele fica com o áudio atrasado em uns 15 segundos;" tornando a experiência horrível.""";6;;;;;;;
4 de maio de 2022;Localização é boa e o estacionamento em frente facilita a vida, apesar de não ser do hotel. Porém, Café da manhã deixa m;Localização.;Café da manhã deixa muito a desejar. A única coisa que salva é a funcionária extremamente educada fazendo tapiocas.;5;;;;;;
3 de maio de 2022;Maravilhoso! recomendo;a qualidade das instalações do quarto e o seu tamanho grande, muito confortável.;Nada.;10;;;;;;
2 de maio de 2022;Excepcional;Localização excelente,próximo a bares,restaurantes e supermercado. Sem falar que o hotel fica em frente a praia,basta atravessar a avenida e se jogar no mar!!;;10;;;;;;
1º de maio de 2022;Boa;Gostei de da localização;Não gostei que na hora da minha entrada na sexta feira me deram a chave do quarto e quando eu abrir o quarto tinha uma mulher deitada na cama um constrangimento grande;10;;;;;;
30 de abril de 2022;Satisfatório;Localização, bem em frente a praia. Próximo ao centro de compras;Instalação muito antiga. As roupas de cama e banho estavam manchadas .;6;;;;;;
29 de abril de 2022;aceitável;da vista do mar;Cafe da manhã deixou a desejar;5;;;;;;
27 de abril de 2022;Excepcional;Amei tudo;;10;;;;;;
27 de abril de 2022;pessima;café da manha pessimo. atendimento do café mais pessimo ainda. falta tudo no café da manha.;;;;;;;;
"as pessoas da cozinha saem recolhlendo tudo antes da hora. somos praticamente expulsos do recinto com a retirada de tudo.""";;1;;;;;;;;
25 de abril de 2022;Satisfatório;localização é bom café da manhã.;Instalações antigas e não há estacionamento ou parceria com um. Para uma estadia rápida é super ok, mas difícil recomendar uma estadia maior onde não há um estacionamento.;6;;;;;;
25 de abril de 2022;Otima localização e custo beneficio;Da localização em frente a praia de boa viagem. Ficou no quarto em frente a praia. O quarto é bom e espacoso e banheiro muito bom.;Senti que tinha resquício de areia no box do banheiro e eu ainda não tinha ido a praia, provavelmente era de outros hospedes...;10;;;;;;
24 de abril de 2022;Excepcional;Quarto grande bem arejado. Banheiro grande . Café da manhã muito bom.;;10;;;;;;
24 de abril de 2022;Já estou indo de novo;Gostei de quase tudo do hotel;Da andar superior muito cheiro de mofo;10;;;;;;
23 de abril de 2022;Excepcional;Vista maravilhosa;;10;;;;;;
21 de abril de 2022;Excelente custo-benefício.;Atendimento excepcional.;;;;;;;;
Localização.;;;;;;;;;;
"Restaurante embaixo do hotel.""";Não tem estacionamento.;;;;;;;;;
A praia não é boa para banho de mar.;;;;;;;;;;
"Presença de tubarões.""";10;;;;;;;;;
20 de abril de 2022;regular;café da manhã bem variado;peguei quarto para 3 pessoas e recebi apenas duas toalhas, pedi duas vezes na recepção uma a mais e ninguém me deu ;;;;;;;
;;;;;;;;;;
água do chuveiro gelada ;;;;;;;;;;
;;;;;;;;;;
"longe te restaurantes para comer""";6;;;;;;;;;
20 de abril de 2022;Aceitável;localização;limpeza e manutenção do quarto;5;;;;;;
19 de abril de 2022;Excepcional;Localização excepcional a beira mar,funcionários super atenciosos e educados,instalações perfeitas .;Tudo perfeito;10;;;;;;
19 de abril de 2022;Excepcional;Hotel Perfeito limpo confortável atendimento perfeito em todos os setores ...a Educação e simpatia dos funcionários e exemplar ... localização ótima ...tudo maravilhoso Ameiii;;10;;;;;;
19 de abril de 2022;Aceitável;Localização próxima da praia e com ótima logística.;Do PÉSSIMO atendente que nos recebeu ao entrarmos no hotel que agiu com total falta de profissionalismo e educação. Para um ambiente que presta serviço turístico sugiro formação a esse tipo de função. ;;;;;;;
;;;;;;;;;;
Limpeza;" quarto sujo desde lençóis de cama até vazamento no vaso sanitário que deixava um odor terrível e comunicamos a esse funcionário da recepção que nos recebeu e simplesmente nos ignorou ao ser informado.""";5;;;;;;;;
19 de abril de 2022;Excepcional;Tudo;Foi pouco tempo rsrs;10;;;;;;
18 de abril de 2022;Excepcional;Camas muito boas, bem confortáveis!!;;;;;;;;
Ótima Localização;" perto de tudo!!""";O chuveiro, poderia ser melhor!!;10;;;;;;;
14 de abril de 2022;péssima;quarto péssimo;nada;1;;;;;;
14 de abril de 2022;Excepcional;De tudo , ótimo;;10;;;;;;
13 de abril de 2022;eu esperava mais;quanto e banheiro amplo;quarto barulhento, ao lado da saída das camareiras do andar.;6;;;;;;
12 de abril de 2022;Muito bom;Localização;Elevador;10;;;;;;
12 de abril de 2022;voltaria com certeza;ótima localização;café apesar de ser ótimo, não possuía tanta variação. como fiquei vários dias comi praticamente a mesma coisa.;10;;;;;;
11 de abril de 2022;Péssima experiência;do check out;lençóis sujos e com marcas de sangue, travesseiros sujos. pedimos para trocar e a pessoa da recepção disse que iria procurar alguém pois estava sem camareira, veio alguém da recepção com outros lençóis e travesseiros, e nós mesmo tivemos que trocar. banheiro com cheiro de esgoto o dia inteiro! Recepção suja e demorada!;1;;;;;;
10 de abril de 2022;Excepcional;Localização perfeita;Precisa de um pouco de manutenção mas no geral td ok;10;;;;;;
9 de abril de 2022;Excepcional;Café da manhã e conforto - bom custo benefício e localização;Nada;10;;;;;;
9 de abril de 2022;péssimo;;a piscina não estava disponível pra uso, o box do banheiro estava todo sujo e as toalhas manchadas, no check out queriam cobrar algo que nao consumimos do frigobar, as camareiras entraram no quarto sem eu deixar a placa pra ser limpo, não recomendo esse hotel, o café da manhã não tem nada demais e os bolos são velhos;2;;;;;;
7 de abril de 2022;Satisfatório;Localização e vista do mar.;Cafe da manha e instalacoes sem manutenção.;6;;;;;;
4 de abril de 2022;Estadia não muito boa. O Hotel parece estar economizando e deixando coisas importantes para trás.;O quarto e banheiro amplos.;As roupas de camas não estavam limpas e não tinha cheiro de lavadas. O quarto também tinha um cheiro de umidade, embora a limpeza estivesse adequada.;;;;;;;
O Restaurante do Hotel é péssimo; comida ruim; sujo e louças sujas. O Café da manhã; muito fraco e as jarras e travessas com as comidas e bebidas estavam craquentas. Almoçamos por lá e foi a péssima experiência; a comida demorou muito e quando chegou estava horrível; tudo sem gosto; sem sal e a porção de feijão que pedimos; praticamente só estava mal cozido em água. Depois do café da manhã; eu e as duas pessoas que estavam comigo;" passamos mal e chegamos em São Paulo com dor de barriga.""";5
3 de abril de 2022;Superou as espectativas minhas e dos meu amigos;Quarto bem grande com um excelente banheiro. E a localização do hotel é ótima.;;10;;;;;;
1º de abril de 2022;Excepcional;Café da manhã variado e bom,quarto espaçoso e funcionários atenciosos.;Um pouco de barulho no piso superior,com móveis sendo arrastados durante manhã e as vezes a noite.;10;;;;;;
31 de março de 2022;eu voltarei!;conforto;vizinho fumava , porém o funcionário do hotel chamou sua atenção;10;;;;;;
31 de março de 2022;Maravilhosa;;Cama maravilhosa! Chuveiro muito bom, sem contar com café da manhã que estava muito top.;10;;;;;;
31 de março de 2022;O café da manhã é excelente! A Regina que estava na recepção foi muito educada e solicita. Com certeza voltarei e indica;Café da manhã muito bom e completo;não tenho o que reclamar;10;;;;;;
29 de março de 2022;Decepção;Apenas da localização do prédio;Cobraram todas as diárias antecipadas, sem opção de ficar pro fechamento da hospedagem, outro detalhe, não tem estacionamento, colocaram a gente num quarto onde a cama parecia uma canoa, local barulhento, e pedimos pra trocar, ao menos fomos atendidos. Ref a limpeza, qdo chegamos no quarto novo, o chão do banheiro tinha areia, vaso sanitário acho q não era limpo, o café da manhã é mto tarde, sendo q a cidade amanhece 5:00 e o café só sai às 7:00 no q acaba atrasando outros passeios, e além disso o buffet quase não muda, é praticamente o mesmo todos os dias, enfim, não gostamos.. e estávamos em 3 casais, e a opinião de todos é a mesma.;3;;;;;;
28 de março de 2022;Foi só pra ter onde ficar. Não volto para esse Hotel;Quartos confortável;o café da manhã deixa muito a desejar. Fiquei decepcionada. Cheguei as 09 horas não tinha pratos e quase nada de comida. café da manhã péssimo;5;;;;;;
28 de março de 2022;Decepção;Café da manha;Quarto, colchão, tv e atendimento em geral;4;;;;;;
27 de março de 2022;não voltarei;somente do quarto.;banheiro, café da manhã e recepção;3;;;;;;
28 de março de 2023;Hotel razoável;Localização.;Sinal de Internet fraco. No quarto não pegava. Limpeza do banheiro deixou a desejar. Havia mofo nos cantos. Lençóis de baixa qualidade.;7;;;;;;
13 de março de 2023;top!!;confortável, limpinho, bem localizado, com vista maravilhosa!! ótimo custo benefício. piscina show na cobertura!!;esperava mais do café pelo tamanho do hotel. mas pelo custo está ok.;9;;;;;;
18 de dezembro de 2022;Muito boa !;Limpeza.;No restaurante, na hora do café da manhã, vimos uma barata enorme ..;7;;;;;;
16 de julho de 2022;Foi uma experiência agradável.;Tudo;Alguns barulhos na madrugada.;8;;;;;;
14 de julho de 2022;Foi maravilhoso, só deixou a desejar na limpeza do banheiro (com mofo).;Quarto espaçoso e camas confortáveis!;Banheiro com mofo no teto, atrás da porta e na janela, por falta de ventilação. Além disso, a entrada do hotel muito suja com muita poeira, mesmo ciente das reformas, acho que poderia melhorar na limpeza.;8;;;;;;
30 de maio de 2022;muito boa;Quarto amplo, com sacada. Na frente da praia de boa viagem. Chuveiro / Banheiro espaçoso.;café da manhã com pouca variedade;9;;;;;;
19 de dezembro de 2023;Não gostei da experiência, prédio sem manutenção e de estrutura baixa… além da cama não ser confortável.;Localização.;Estrutura baixa, antiga e mal cuidada.;6;;;;;;
19 de junho de 2023;Excepcional;local maravilhoso, localização perfeita perto de tudo;;10;;;;;;
22 de abril de 2023;Decepcionante;quarto amplo.;a cama de casal, nada mais era do que duas camas de solteiro juntas, o que acabava ficando aquele vão no meio da cama… bem desconfortável pra dormir. ;;;;;;;
"no quarto vimos também algumas varias baratinhas pequenininhas…""";4;;;;;;;;;
13 de janeiro de 2023;foi muito bom, só os funcionários da recepção deveriam ser mais carismáticos. A loira que fica na recepção é insuportáve;nada a reclamar;tudo maravilhoso;10;;;;;;
12 de novembro de 2022;localização ótima mas intraestrutura do hotel muito ruim;muito ruim;acomodação péssima, chuveiro vazando, box sem funcionar e lençois sujos no dia que chegamos;1;;;;;;
2 de setembro de 2022;nossa estadia foi bastante confortável, super recomendo esse hotel.;cama confortável, vista para o mar.;gostei de tudo!;10;;;;;;
13 de julho de 2022;muito boa;sempre bom custo/benefício;nada a reclamar;10;;;;;;
6 de maio de 2022;Abandono;vista do quarto;estrutura em péssimas condições;5;;;;;;
30 de abril de 2022;Satisfatório;;Infelizmente o chão do quarto estava sujo. O café da manhã deixa a desejar.;6;;;;;;
17 de março de 2025;It needs renovation;A part from the location this is very ordinary hotel that sadly charges more for the location. The food breakfast is great! The apartments are dated and old and sadly there are no option in Boa Viagem.;please see above;7;;;;;;
1º de abril de 2024;It was a very plesant stay, the location, the food and the staff were very nice!!! My children simply loved it and want;Location was perfect!!!;;9;;;;;;
26 de janeiro de 2024;Great Location to access Local attractions.;The room that we got was very spacious, although bathroom is prepared to receive guests with disabilities, the lack of a glass door to the shower was a bummer. Air conditioning was great, and in that little balcony, could have a rack to dry your beach clothes. TV could be bigger and with wider variety of channels.;Its been a while after the pandemic, and the shield at the check in could come down.;9;;;;;;
23 de novembro de 2023;Muito bom;everything according to the expectations. Staff specially very well.;;8;;;;;;
27 de agosto de 2023;Bom;Location and views of the room;The hotel needs some improvement in some areas.;7;;;;;;
23 de julho de 2023;Fantástico;Overall everything.;Cleaning room service could be better;9;;;;;;
13 de março de 2023;Good for the money;The Hotel has a great location, a friendly staff and it is close to nice restaurants.;The elevators could have air conditioning;7;;;;;;
9 de março de 2023;Bom;location;lack of cleanliness;7;;;;;;
2 de fevereiro de 2023;Fantástico;Great hotel, big clean rooms with a sea view, comfy beds, friendly staff and good house keeping, brill location right opposite the beach.;;9;;;;;;
2 de fevereiro de 2023;Ok for one night;Great location and beautiful sea view;The bathroom was very dirty and the breakfast was very poor.;7;;;;;;
23 de janeiro de 2023;Muito bom;the ocean view;;8;;;;;;
1º de setembro de 2022;Muito bom;;on the second floor is extremely loud .. you can hear the noise from streets.;8;;;;;;
3 de agosto de 2022;Great place.;It was all great, great breakfast and nice pool.;;9;;;;;;
30 de julho de 2022;Good;Location and customer;Old towels;8;;;;;;
22 de março de 2025;Disappointed.;Staff, location and the sea view.;The poor was so dirty that you could not even see the bottom. The rooms need some urgent renovation.;4;;;;;;
27 de janeiro de 2025;Terrible stay. never again. Dirty Place;The view of the room was the only good thing. We got the 10th-floor room. Dirty room with a great view. That should be the real advertisement from them.;It was completely dirty! It was a terrible experience. The room was dirty and missing basic cleaning. We spoke to the staff, and they changed the room on the second day. Guess what? The second room was dirty, too. Clearly, it's a problem of management, not employees.;1;;;;;;
29 de dezembro de 2024;Decepcionante;Nothing;There was no help to carry the luggage to the car. Food at the restaurant was terrible. Hotel is old and smell bad.;4;;;;;;
5 de julho de 2024;Decepcionante;Location;Old furniture Room, cleanliness, bad mattress, bad linen, rusty shower;4;;;;;;
15 de junho de 2024;Not worth the price. Find another place.;Very friendly staff for sure;The hotel is not well equipped for a full house. The day I arrived my room was almost 2 hours late(Hence I arrived 1 hours past check in time). Towels in the house are obviously scarce, specially if the place is packed. We arrived to the “clean room” but no towels(pictured). Manager on duty was very understanding about it, although this is an issue that is up in chain. ;;;;;;;
Bedding sheets were dirty all the way(pictures);" and clearly not replaced. Stay for 3 night but one had 1 day of room service""";6;;;;;;;;
14 de junho de 2024;Excepcional;Great location;;10;;;;;;
26 de dezembro de 2023;great place for a quick stay;The staff is great.;the bathroom smells bad and has some dirty spots of fungus on the roof.;6;;;;;;
24 de dezembro de 2023;Wonderful and very comfortable;Perfect location;;10;;;;;;
23 de outubro de 2023;Satisfatório;Good location. Friendly staff;Uncomfortable mattress - very soft. Everything quite worn.;6;;;;;;
2 de julho de 2023;Only location everything else not great;the only good things about this old place is the location and breakfast. Everything else is bad. Smells of mould. Ceiling wet with rain. Beds and mattress are old and it's just falling a part. I wouldn't recommend this place until they renovate.;please read above, Don't stay here;6;;;;;;
14 de junho de 2023;Shark beach;The window facing the ocean gave us a great view.;The insulation is not that great we could hear traffic even when our windows were closed. The AC was not that strong so in the middle of the night we felt a bit hot;6;;;;;;
11 de abril de 2023;Excepcional;The hotel is excellent! Really enjoy the room, clean and with an ocean view. ;;;;;;;;
;;;;;;;;;;
The location and the food where also spectacular. ;;;;;;;;;;
;;;;;;;;;;
The service is excellent as well; all employees where very kind;;;;;;;;;
;;;;;;;;;;
This hotel is also;" 15min away from the US consulate.""";nothing it was excellent.;10;;;;;;;
24 de março de 2023;good place;the breakfast it was nice and the hotel is in front of the beach.;in my room the air conditioner was not working properly. but taking this, everything it was good;10;;;;;;
8 de fevereiro de 2023;Excepcional;Another great stay at this brilliant beachfront hotel. A spacious and clean, cosy and modern room overlooking the sea. Such a friendly welcome from the attentive staff behind reception and throughout the hotel. tasty breakfast! I'll certainly stay here again!;;10;;;;;;
8 de janeiro de 2023;Not recommended;Perfect location on the beach of Boa Viagem;Unfortunately, the room was quite worn out and without charm. The bed bugs in the room were on top of it. There are definitely better hotels in Recife at a similar price.;5;;;;;;
21 de agosto de 2022;Aceptable but not good;I liked the breakfast;The staff not friendly and not helpful. The room was dirty and the sheets and blankets all stained.;3;;;;;;
17 de agosto de 2022;Excepcional;The location was really good and the hotel is nice and clean, the room was very comfortable.;;10;;;;;;
13 de fevereiro de 2025;Buena opción costo beneficio;Cómodo . Frente a la playa .;-;9;;;;;;
19 de janeiro de 2025;Aufgrund der Lage und der Nähe zu der Familie werden wir wieder kommen;Die Lage ist einfach klasse, das Frühstück ist normal, nicht außergewöhlich, das Hotel ist etwas in die Jahre gekommen und könnte doch die ein oder andere Renovierung gebrauchen.;Das ein oder andere könnte etwas moderner sein, das Frühstück könnte etwas abwechslungsreichere sein;7;;;;;;
7 de dezembro de 2024;Un soggiorno normale senza troppe pretese. Posizione e vista buone ma hotel da ristrutturare e pulire bene;La posizione e la vista sul mare;Un po datato l’hotel. Bisogna pulire bene e rinnovare;7;;;;;;
1º de dezembro de 2024;Così così;Posizione, vista mare, ragazzi del ristorante , tapioca buonissima;Reception, personale poco accogliente in ora di check-in, il primo ragazzo quando appena siamo arrivati sembrava stare con sono( era alle 5:30 della mattina) , e la altra ragazza che ha fatto il check-in era proprio soberba, non ha dato un sorriso di accoglienza ... ma grazie Dio che non vivo di sorriso 😅 , come noi viaggiamo tanto, siamo sempre abbastanza esigenti. E per completare ci hanno addebitato tutto valore del soggiorno in check-in ( non credo che sia giusto) ma va ben non è stato un grande problema;7;;;;;;
13 de outubro de 2024;Mejorar nivel del restaurante y ofrecer variantes de comidas;La ubicación y la atención del personal, especialmente el de recepción;El restaurante. No tienen una buena carta y cocina. Se agrava porque está muy lejos de todo y hay que andar mucho para una buena cena. Ofrecer más variedades gastronómicas. El desayuno sí es bueno y completo;9;;;;;;
7 de outubro de 2024;Excelente Ubicacion;Sin duda la ubicacion está genial frente a la playa;Nada negativo;8;;;;;;
22 de setembro de 2024;Muito bom;Piscina.;;8;;;;;;
22 de setembro de 2024;Wir haben uns sehr wohl gefühlt und würden auf jeden Fall wieder in das Hotel zurück kehren. Nach dem Frühstück einmal ü;Reichhaltiges Frühstück.;;;;;;;;
Sehr gute Lage mit Blick auf den Strand und Atlantik.;;;;;;;;;;
"Sehr freundliches und hilfsbereites Personal.""";;9;;;;;;;;
4 de março de 2024;Bom;Esta en una buena ubicación;Le falta un poco de limpieza;7;;;;;;
25 de fevereiro de 2024;Ottima posizione ma un po' vecchio;La posizione è eccellente e la colazione è buona.;Sii tratta di un albergo un po' datato che avrebbe bisogno di un svecchiamento qnche se qualcosa è stata fatta per qusnto riguarda le camere fronte mare . Però ho visto un po' di approssimazione nella manutenzione del mobilio, prese elettriche e altri piccoli dettagli;7;;;;;;
20 de janeiro de 2024;Muito bom;Gute Option in Recife.;;8;;;;;;
2 de novembro de 2023;Grata estadia;La cercanía a la playa y fácil acceso;Servicio aseo falta mejorar;9;;;;;;
1º de novembro de 2023;Muito bom;La ubicación fantástica;El mobiliario muy descuidado;8;;;;;;
29 de outubro de 2023;muy bien;la ubicacion muy buen y el desayuno tambien;hubo una confusion con el cuarto pero me lo cambiaron enseguida;8;;;;;;
2 de outubro de 2023;Satisfecho.;Ubicacion, desayuno y habitacion muy comoda.;EL personal poco propenso a ayudar. Por ej pedí un plato y un juego de cubiertos para la habitación, me ofrecieron uno descartable, y me lo querían cobrar. Impresentable. Lo demas todo muy bien.;8;;;;;;
25 de setembro de 2023;Placentera;El hotel está em reforma y hay ciertos inconvenientes, pero tiene excelente ubicación, muy buen desayuno y el personal es agradable.;ubicación;9;;;;;;
31 de agosto de 2023;buena ubicación, pero mal dormir si se aloja en último piso;el desayuno era contundente y la ubicación cercana a la playa y con buena vista. el wifi era muy bueno y estable. la buena voluntad de la recepción para contactar con agencia de tours.;poca variedad al desayuno y tardanza en la preparación diaria de los dormitorios. un par de días no nos dejaron toallas y un día dejaron un papel higiénico a medio consumir. nos quedamos en el último piso y habían eventos a las 6am y otras veces hasta las 9pm lo cual molestaba si querías descansar o dormir;7;;;;;;
23 de agosto de 2023;Nuestra estancia fue bien!;Me ha gustado la localización, del personal, de la habitación amplia y cama muy grande.;Que no había taxi del hotel nos esperando, pues en la reserva decía que con 3 noches tendríamos derecho a un taxi! Cuando pregunto en el hotel me dice que era mentira eso de taxi, que booking inventó eso. El baño con cortinas viejas antiguas...;7;;;;;;
18 de agosto de 2023;Lo mejor la playa, cumple lo suficiente;Ubicación;Falta cuidado, si bien estaba limpio, el olor a cloro era fuerte;7;;;;;;
12 de agosto de 2023;Muito bom;Tiene excelente ubicación frente a la playa. Muy rico desayuno;A veces el agua de la ducha no salía caliente. No había mucha infirmación de tours en recepción;8;;;;;;
17 de junho de 2023;Bom;La chambre;Le personnel nnp;7;;;;;;
18 de maio de 2023;Vacaciones;Las vistas desde la habitación ;;;;;;;;
"El colchón""";El mantenimiento;8;;;;;;;;
16 de maio de 2023;Fantástico;Sehr freundliches Personal;;;;;;;;
Super Lage am Meer;;;;;;;;;;
"Sehr gerne wieder""";;9;;;;;;;;
23 de abril de 2023;Estadia placentera frente al mar, muchos servicios cerca;esta frente a la playa, es solo cruzar. el servicio de desayuno es muy bueno y frente al mar. FAcilitan cambio de moneda en recepción solo para los huéspedes.;Nada q comentar;8;;;;;;
5 de abril de 2023;Bom;Ubicación y limpieza;Wifi y personal. El personal debería saber idiomas;7;;;;;;
9 de março de 2023;Costo-beneficio excelente.;Es un hotel frente a la playa de Boa Viagem, zona turística, por lo que dicen más segura que otras. Por lo menos nosotros no tuvimos problemas en las cuadras a la redonda. Es un poco ruidoso por el tráfico en la avenida, pero por otro lado la vista a la playa desde la habitación es hermosa. En el hotel se realizan convenciones en sus varios salones, por lo que siempre hay movimiento. El desayuno es bueno y abundante. El personal voluntarioso para solucionar rápidamente los problemas.;El calor y la humedad, ya típicos de la zona. El ruido de la calle que no es culpa del hotel. Estimo que podrían reducirlo cambiando las puertas vidriadas al balcón por doble vidrio hermético.;8;;;;;;
7 de março de 2023;Bien;Hemos estado apenas una noche, pero la habitación estaba muy limpia. La cama tiene bastante espacio, está muy bien. Hemos tenido un pequeño problema con la instalación de la luz que no iba bien pero enseguida nos han enviado el técnico, por siento muy educado y respecto, y enseguida nos han solucionado. Vista al mar. Tal cual la foto. Volveré.;El hotel está un poco viejo, se nota que hace falta una reforma, la piscina deja a desear, pero ha estado bien.;7;;;;;;
6 de março de 2023;cumple con lo prometido pero podria estar mas limpio;la ubicación es muy buena y la atención del personal;el baño no estaba limpio (habia pelos en el baño),el piso de las habitaciones tenia arena y as instalaciones estaban un poco deterioraras;8;;;;;;
9 de fevereiro de 2023;Fantástico;La atención fue correcta.;Nada;9;;;;;;
28 de janeiro de 2023;Fantástico;Ubicación, atención del personal, habitación con vista al mar, desayuno;Mantenimiento del edificio, ascensores, y refacciones en general, duchas, ventanal del balcón muy sucio, sector de piscina descuidado.;9;;;;;;
3 de janeiro de 2023;Fantástico;Muito limpo, troca roupa de cama e banho, ubicación ótima;Senti un poco de intolerância por parte de un funcionario;9;;;;;;
14 de dezembro de 2022;Muy bien;Ubicación excelente y buena atención, la habitación muy buena;.;8;;;;;;
21 de novembro de 2022;Muito bom;Super Lage, nettes Personal, gutes Frühstück, großes Zimmer und große/gute Betten.;;8;;;;;;
13 de novembro de 2022;correcta;la ubicación;la iluminación;8;;;;;;
6 de novembro de 2022;Bom;Die Lage direkt am Meer;Frühstücksraum sehr unpersönlich, überfüllt. Frühstück keine gute Qualität.;7;;;;;;
23 de setembro de 2022;Muito bom;La vista hacia la playa desde la habitación;La falta de control de la limpieza de toallas y toallones.;8;;;;;;
29 de agosto de 2022;Prisvärt och utmärkt läge, standarden kunde varit bättre.;Bra säng och frukost, mycket trevlig personal.;Slitet, saknades sittmöbler på altan och i rummet.;7;;;;;;
28 de agosto de 2022;Bueno;Buena ubicación frente al mar, habitación grande,cama cómoda, terraza en la habitación frente al mar;Desayuno malo en el mismo lugar que puede comer también muy mal,de mala calidad y peor preparación.;8;;;;;;
18 de julho de 2022;Fantástico;Organización.;;;;;;;;
Ubicación;;;;;;;;;;
"Limpieza""";Elevadores pocos para tantos ocupantes;9;;;;;;;;
5 de julho de 2022;Muito bom;Buen wifi. Ubicación en primera línea de playa muy conveniente en invierno cuando llueve y para a cada rato. Habitación con vista al mar.;;;;;;;;
"Restaurante económico para almorzar o cenar""";Está un poco deteriorado quizás por las tormentas. Afectaba sólo el aspecto hacia la calle. El resto muy bien;8;;;;;;;;
22 de junho de 2022;Buena. Lindo hotel si le hacen mantenimiento. ubicación excelente;Las instalaciones y la ubicación. buen desayuno;Poco mantenimiento y no muy buena la limpieza;8;;;;;;
25 de maio de 2022;Muito bom;La ubicacion. Muy comodas las habitaciones;Llovio y se inundo la habitacion. La unica solucion fue darnos una toalla para secar el piso;8;;;;;;
24 de maio de 2022;Playa y relajo;La ubicación inmejorable, así como la vista hacia la playa de Boa Viagem!;Las sábanas tenían algunas manchas persistentes, pero las cambiaban sin problema al solicitarlo.;8;;;;;;
11 de maio de 2022;Fantástico;Ubicación, comodidad, limpieza;;9;;;;;;
29 de abril de 2022;Muito bom;La ubicación;El precio;8;;;;;;
28 de abril de 2022;Bom;#NOME?;;;;;;;;
#NOME?;;;;;;;;;;
#NOME?;;;;;;;;;;
#NOME?;;;;;;;;;;
"- super breiter und sauberer Strand (Vorsicht Haie)""";#NOME?;;;;;;;;;
#NOME?; daher permanente Lüftergeräusche auch nachts; Balkon nicht nutzbar (Lärm;" Abwärme der Geräte)""";7;;;;;;
2 de abril de 2022;estuvo buena;el desayuno y ubicación;limpieza;8;;;;;;
13 de março de 2025;Decepcionante;Desayuno;;;;;;;;
"Ubicación""";Atención del personal, especialmente Recepción;;;;;;;;;
Limpieza en general;" especialmente baños""";4;;;;;;;;
14 de fevereiro de 2025;Mala experiencia. No volvería;Ubicación y desyuno;Todo el resto: limpieza y antigüedad de la habitación, cordialidad del personal de recepción, sábanas y toallas antiguas y gastadas.;4;;;;;;
